,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
35,0.16755299785045238,0.4444064062579997,0.472663165393557,0.5066343680815287,0.5767034852453286,0.4293343461874807,0.3729617064253245,0.620359085909235,0.5474677063974713,0.7104482879496901,0.22674789852537827,0.46391755928299705,0.2957850819150402,0.47591233154721535,1.0,1.0,0.0,1.0,1.0,0.047619047619047616
6006,0.34006305054538094,0.4792999913613568,0.5616671501978197,0.2137128795683126,0.42734588747263186,0.7607993186962074,0.43848248639321724,0.6531085402289859,0.5941304612865218,0.36638615116847323,0.3382749061917158,0.42790483879892754,0.2423297721697339,0.5781194425527163,0.7408993576017131,0.7408993576017131,0.0,0.6193265007320644,0.62555720653789,0.009523809523809525
2642,0.2536382798439475,0.438190973096497,0.6137613192969932,0.4264196974644629,0.486093558411758,0.538448382977864,0.41175262379054356,0.7499498616539045,0.6605496213030914,0.7914347260007736,0.2868974036552789,0.5665611759975885,0.3279078236727647,0.434379802180999,0.7109207708779444,0.708779443254818,0.016666666666666666,0.5153733528550513,0.512630014858841,0.03333333333333333
2125,0.43084325992687406,0.5715061968406254,0.3988055752637683,0.38650454433561804,0.4687698434573019,0.4073512200369781,0.3398453820497247,0.7832978601780143,0.6738099658777886,0.7348990634620437,0.2481125956565913,0.6631235496314802,0.46139900286429225,0.4414254166840672,0.3233404710920771,0.3233404710920771,0.0,0.5153733528550513,0.21099554234769688,1.0
1810,0.41782993989855566,0.5258652733879212,0.509467094794124,0.3907287494824932,0.6155709522281325,0.442350870843874,0.3651463494118605,0.9092992276305281,0.5900047999974211,0.6690358301763334,0.2995917163933712,0.5698106767244899,0.39541046096826044,0.48117658631826904,0.5717344753747323,0.49464668094218417,0.6,0.5007320644216691,0.31054977711738485,0.6333333333333333
2028,0.45619076210872517,0.4495722218972354,0.5686476287954094,0.3898384333969595,0.5987797019056141,0.5326800121813465,0.4357098327449201,0.8051959765948699,0.6016869802084728,0.8128595120553095,0.26713181543168,0.5165695168862849,0.33259375485456655,0.43232515254141124,0.49678800856531047,0.42184154175588867,0.5833333333333334,0.35871156661786235,0.3343239227340267,0.09523809523809523
905,0.4385801739958465,0.5363519405942305,0.42405801914477126,0.5077833314845933,0.588276707058197,0.46528589542475673,0.3707109617369571,0.7702096297979829,0.6336441589447097,0.7017153820715732,0.30666615989517565,0.6698261569959953,0.28848331192339716,0.46936038490883114,0.4753747323340471,0.4089935760171306,0.5166666666666667,0.3118594436310395,0.2689450222882615,0.1523809523809524
4172,0.34494968175761165,0.47363772918614644,0.5952001455314639,0.48783656532729924,0.5066424571902862,0.4674298120516729,0.22637909437749953,0.7324516070703292,0.6468699858321096,0.6309037431940755,0.26416760222954055,0.7310970038970582,0.3146460188587287,0.3716366464600157,0.41113490364025695,0.3897216274089936,0.16666666666666666,0.30307467057101023,0.2199108469539376,0.28095238095238095
1,0.4720288876848032,0.4439759442882231,0.38768136512051965,0.4929413184403672,0.5198729685948994,0.48058250678569925,0.377210935834663,0.847287550787314,0.6233548386971988,0.6209620929111143,0.2558525702124559,0.4659340499029315,0.2639159154214158,0.36854904042536324,0.42398286937901497,0.42398286937901497,0.0,0.26939970717423134,0.26300148588410105,0.03333333333333333
6008,0.31514488960326786,0.4383342440806788,0.39184693744439586,0.36470881443324665,0.4222812060431442,0.8436557544881979,0.372368915697654,0.6178975405191234,0.6027722928288555,0.4388220829768928,0.43126542785839955,0.49721722142960245,0.3075050083245891,0.5130835927518812,0.45610278372591007,0.4539614561027837,0.016666666666666666,0.2913616398243045,0.29271916790490343,0.009523809523809525
