,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
35,1.675529978504524,4.444064062579997,4.72663165393557,5.0663436808152875,5.7670348524532855,4.293343461874807,3.729617064253245,6.20359085909235,5.474677063974713,7.104482879496901,2.2674789852537827,4.639175592829971,2.9578508191504023,4.759123315472154,10.0,10.0,0.0,10.0,10.0,4.480491098595175
6006,3.4006305054538095,4.792999913613568,5.616671501978196,2.137128795683126,4.273458874726319,7.607993186962075,4.384824863932172,6.531085402289859,5.941304612865218,3.663861511684732,3.382749061917158,4.279048387989276,2.423297721697339,5.781194425527163,9.513466604081852,9.513466604081852,0.0,9.267421039741077,9.281117373556588,2.052767956976008
2642,2.536382798439475,4.381909730964971,6.137613192969932,4.264196974644629,4.86093558411758,5.38448382977864,4.117526237905436,7.499498616539046,6.605496213030913,7.914347260007736,2.868974036552789,5.665611759975885,3.2790782367276474,4.34379802180999,9.446486849150434,9.44159535273343,1.6861309868950112,8.986681793852364,8.976250916212162,3.8854571437027707
2125,4.30843259926874,5.715061968406254,3.988055752637683,3.8650454433561805,4.687698434573019,4.073512200369781,3.398453820497247,7.832978601780143,6.7380996587778865,7.348990634620437,2.481125956565913,6.631235496314803,4.613990028642922,4.4142541668406725,8.170946452113846,8.170946452113846,0.0,8.986681793852364,7.619636563960984,10.0
1810,4.178299398985557,5.258652733879212,5.09467094794124,3.907287494824932,6.155709522281326,4.42350870843874,3.6514634941186053,9.092992276305282,5.900047999974211,6.690358301763334,2.995917163933712,5.6981067672449,3.9541046096826045,4.81176586318269,9.093300496032587,8.858689854972075,8.783820744571479,8.942659436278982,8.209609425220354,9.151662241035027
2028,4.561907621087252,4.495722218972354,5.686476287954094,3.898384333969595,5.987797019056141,5.3268001218134655,4.357098327449201,8.051959765948698,6.016869802084727,8.128595120553095,2.6713181543168,5.165695168862849,3.3259375485456655,4.323251525414112,8.865685226326995,8.600950311813019,8.717170744855117,8.433466645167005,8.322345298672447,5.688720369248626
905,4.385801739958465,5.363519405942306,4.240580191447712,5.077833314845933,5.88276707058197,4.652858954247567,3.707109617369571,7.702096297979829,6.336441589447097,7.017153820715732,3.0666615989517565,6.6982615699599535,2.8848331192339716,4.693603849088311,8.794339518755066,8.550902629714399,8.430654934475056,8.219991738206723,7.989901475088327,6.533259055571183
4172,3.4494968175761165,4.736377291861464,5.952001455314639,4.878365653272993,5.066424571902862,4.674298120516729,2.2637909437749952,7.324516070703292,6.468699858321097,6.309037431940755,2.6416760222954054,7.3109700389705825,3.1464601885872874,3.7163664646001573,8.559351590702867,8.472819411462728,5.833054849228711,8.176428443713409,7.682741467343241,7.650323420592611
1,4.7202888768480324,4.439759442882231,3.8768136512051967,4.929413184403672,5.198729685948994,4.8058250678569925,3.7721093583466296,8.47287550787314,6.233548386971988,6.209620929111143,2.558525702124559,4.659340499029315,2.639159154214158,3.6854904042536325,8.609143887493165,8.609143887493165,0.0,7.9969201562799785,7.955781481772757,3.8854571437027707
6008,3.1514488960326785,4.383342440806787,3.9184693744439585,3.6470881443324665,4.222812060431441,8.436557544881978,3.72368915697654,6.178975405191234,6.027722928288554,4.388220829768928,4.312654278583995,4.972172214296025,3.075050083245891,5.130835927518812,8.727337861666554,8.719719949225603,1.6861309868950112,8.116347307088121,8.11926945715389,2.052767956976008
6013,3.7753025703444614,5.099648659600378,4.596577092821861,3.0774098997891035,4.410281455738258,7.97770651582146,2.945429427827333,5.181955050960879,6.0219076008555525,5.41866236832529,4.281613552490375,6.635441637577068,3.4803287909508858,6.388724531086795,7.630108274843059,7.630108274843059,0.0,8.191087623715653,7.03946797609513,8.833171023615813
7,4.920673840056477,4.087904580901341,3.6556756951949483,5.919127417865621,5.156797206076995,5.493012544733142,4.016618522507872,8.361343925182572,6.212821647375878,6.301769859999226,2.3065342330293257,4.593943365539882,2.7716742295124814,3.9446720581289423,8.507986648199598,8.507986648199598,0.0,8.029688734526433,7.998314298942724,3.635952412272618
6007,3.8765540138896357,5.318830076374351,2.960102661440249,2.542635662080413,5.298913155320183,7.529847766681157,3.9970968302738146,5.245176546251228,6.519557781298707,4.39892444782158,2.8978195214092892,5.944627024324594,3.4798800911572956,5.549524449919123,8.324014317216065,8.324014317216065,0.0,7.821658071840237,7.763038798333014,4.105535913952016
6016,3.8966723518892405,5.4668010574195005,3.976531413908182,2.266015835321558,5.681634507506893,7.160711408413799,2.9569456851573146,5.384156661692053,6.149559925018173,4.589758439651703,3.979643382084195,5.217232070958887,3.6175742645389226,5.3039677653899,8.390797595296945,8.233912560610161,6.8919977544141195,7.885305851800197,7.723415011799457,5.597555463616604
