,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
35,-1.7742557192569657,-0.44831410221080015,0.047397357725432375,0.6125645417658312,0.7978957297258475,-0.789904613361853,-0.05198096163010983,-0.12164062183113895,-0.8667009150712555,0.7727113981449123,-0.9602943222149625,-0.6348618660772667,-0.3916931846297617,0.07092101878145807,5.995989107132053,5.966601499309785,-0.40373791904145545,5.764528598539401,5.928494236032529,5.244484567927164
6006,-0.5015736238618723,-0.08469192537983375,0.7232854659660469,-1.407241383342372,-0.6497096304795875,1.1170087952931629,0.5679455039211101,0.08247479346416854,-0.24122868998496075,-1.2798249912511068,0.48348290901971813,-0.9376656075825858,-1.0843759975807932,0.990162593142921,5.628301919358691,5.6075101965760625,-0.40373791904145545,5.253366598817563,5.415542198750231,2.245151823034567
2642,-1.1391669498859056,-0.5130844412126114,1.1188838145146038,0.05945364568473825,-0.08031480477752065,-0.16217306678771065,0.3150402537689395,0.6860514621744165,0.6490603618017066,1.2558439296769033,-0.18162655560190769,0.2281907099302871,0.024558656889011814,-0.30261881916347266,5.577683404915285,5.5544648321831325,1.132301705309364,5.057478862322708,5.198007562856272,4.509349331690371
2125,0.16815167788826985,0.8761787061239856,-0.5134704166985594,-0.2157766325732686,-0.24821990636403085,-0.9163732344751877,-0.3653118763761419,0.8938973853936879,0.8268033443210078,0.9185748952375078,-0.6837168015255004,1.0401107101955056,1.7543596055151973,-0.2392511952826278,4.613721084111711,4.616648491375519,-0.40373791904145545,5.057478862322708,4.230007961535505,12.063566818248512
1810,0.07214672546398711,0.4005597094147283,0.32688302651965706,-0.18664911916400234,1.1746074228768226,-0.715020726797605,-0.12592615356390352,1.6792179954484263,-0.29652946578745704,0.5256613235585567,-0.017291834524638276,0.2555133049718157,0.8992690814705988,0.11826725326530717,5.310770387171115,5.124245043946871,7.598188871772351,5.0267619600495035,4.650977630285849,11.015487168813927
2028,0.3551512856553502,-0.3944817108906659,0.7762945810558369,-0.19278818978632964,1.0118630808821074,-0.19535842430745134,0.5417119734712457,1.0303803656281352,-0.13994035595373594,1.3836555901617142,-0.4375027495061559,-0.19215135863566427,0.08527973413598128,-0.3210981534375257,5.13875502478394,4.934017550633031,7.537471738095904,4.671469193715141,4.731419268231877,6.737192510065759
905,0.2252302762387366,0.509840104248483,-0.32170567087601126,0.6204870847688094,0.9100658381166609,-0.5830758471618956,-0.07327643766384358,0.8123232146176698,0.2884168582561982,0.7206143924479361,0.0742906499809903,1.0964678684589062,-0.4863107371503862,0.011993399325738962,5.084837035192868,4.897079310597766,7.276460202712643,4.522515611573382,4.494207058176034,7.7805785917778625
4172,-0.46552280854154454,-0.1436977309409121,0.9779319610588463,0.4829464875400311,0.11884945912144122,-0.5707419244189815,-1.4388759381948455,0.5769912174937756,0.4656971622489082,0.29818062234885767,-0.4758760872234012,1.611648100261957,-0.14729002020523366,-0.8669251250354668,4.9072499442529915,4.839449135981036,4.910086124917527,4.49211902371642,4.275035880644603,9.160656769031158
1,0.4719960638604774,-0.4527998986123297,-0.5979466495989917,0.5181457166451505,0.24708236801386313,-0.49507465327888883,-0.011776773426942569,1.2927218099416828,0.15049778242927375,0.23887273346772026,-0.583518658780333,-0.6179067208891479,-0.8046591556135303,-0.894694776328606,4.944879405525741,4.940064908922749,-0.40373791904145545,4.3668658835788925,4.469861053084953,4.509349331690371
6008,-0.6854057935574124,-0.5115914301909414,-0.5663136749190835,-0.366066543437495,-0.6987975918179667,1.5936807259930192,-0.05758966562899995,-0.13698253729224277,-0.12539271723846754,-0.8477013425186367,1.6872953371686046,-0.35487018110263235,-0.23982442488212546,0.40523600268643406,5.034201968663591,5.021676782623082,1.132301705309364,4.450196998093286,4.586516383118184,2.245151823034567
6013,-0.22516165761298595,0.23486332871035706,-0.051364884743286966,-0.7588815259006233,-0.5170982972607342,1.329704362738643,-0.7939420158432987,-0.7583889939453863,-0.1331876401867006,-0.23298134606140977,1.6471114440357055,1.0436473364053402,0.28534247924736433,1.536569712190208,4.204994221558122,4.217476949866429,-0.40373791904145545,4.5023475672192,3.81603404122348,10.622006907004074
7,0.6198288138236266,-0.8194639443476056,-0.7658767878693906,1.2005916112966024,0.2064405235180827,-0.09973664697403327,0.2195661715252383,1.223208238517994,0.1227154537502497,0.2938450810968923,-0.9097351987538052,-0.6728942265208946,-0.6329439124442207,-0.6615891252539707,4.868431989683753,4.8654047003047465,-0.40373791904145545,4.389730384053461,4.500209950688209,4.201098486215059
6007,-0.15046404010038164,0.463269850001227,-1.2940885785679273,-1.1276288579593643,0.3441823009455788,1.0720518429398522,0.2010956745711908,-0.7189853396408405,0.5338676299457,-0.8413159942914835,-0.14428452058171112,0.46279355260988386,0.28476104657645646,0.7818006983440797,4.72939884298723,4.72962190604215,-0.40373791904145545,4.244575560736463,4.332331297176385,4.781245846885267
6016,-0.13562186240626034,0.617468766724962,-0.5222218939720057,-1.3183688299313188,0.7151239129911314,0.8596882058790543,-0.7830458807447052,-0.632364097943126,0.03791880953165097,-0.7274721066061312,1.2561947811867913,-0.1488178737711238,0.4631874513609253,0.5609492222961212,4.779868874261252,4.663121317532387,5.87476696818065,4.288986236236466,4.304058111430079,6.624562745180458
6012,-0.3169895100798655,-0.7478702599119947,-0.9260549311069097,-0.6696454644971609,0.7184692871399386,1.047055871458593,-1.442766462264444,-1.0089398439397994,-1.0721215596245752,-0.4378322237998586,1.1696139953178388,0.0441554141046766,-0.07805682424621886,0.5380221425176119,4.692036298574207,4.647829415426034,3.908470480855332,4.307468678972204,4.237642313980493,7.709543686694707
1018,-0.07493565878007914,-0.8048340222210437,0.5239723430832656,-0.15140538256361455,-0.39470086552278133,-0.6646683463060139,0.029169695692268148,1.299018799372134,1.2107750669598853,0.8862367697434861,-0.5296310854295738,-0.12547604317699135,0.32611879272415617,0.3228268254219198,4.653502325571743,4.655499716806449,-0.40373791904145545,4.251034037420859,4.346198889212303,4.509349331690371
